customer_id,signup_date,channel,region,age_group,gender,risk_segment,kyc_submit_date,kyc_approved_date,activate_date,card_activate_date
C100609,2025-01-10,paid,HCMC,35-44,M,low,,,,
C100610,2025-01-11,paid,HCMC,25-34,F,medium,,,,
C100611,2025-01-11,campaign,HCMC,25-34,F,medium,2025-01-12,2025-01-15,2025-01-16,
C100612,2025-01-11,organic,HCMC,25-34,F,low,,,,
C100613,2025-01-13,campaign,DaNang,45-54,F,low,2025-01-16,2025-01-17,,
C100614,2025-01-14,organic,HCMC,25-34,M,high,2025-01-14,2025-01-17,2025-01-17,
C100615,2025-01-14,organic,DaNang,35-44,F,medium,,,,
C100616,2025-01-15,campaign,DaNang,18-24,M,low,2025-01-15,2025-01-18,2025-01-19,
C100617,2025-01-15,organic,HCMC,55+,M,low,,,,
C100618,2025-01-16,paid,CanTho,45-54,M,medium,,,,
C100619,2025-01-17,referral,HCMC,35-44,Other,medium,2025-01-19,2025-01-21,2025-01-21,2025-01-22
C100620,2025-01-17,organic,HCMC,25-34,F,medium,2025-01-18,2025-01-21,2025-01-24,2025-01-28
C100621,2025-01-17,paid,HCMC,25-34,F,high,,,,
C100622,2025-01-18,paid,HCMC,25-34,M,medium,2025-01-21,2025-01-25,2025-01-25,
C100623,2025-01-19,paid,HCMC,35-44,F,medium,2025-01-19,2025-01-23,2025-01-24,
C100624,2025-01-20,organic,DaNang,25-34,M,low,,,,
C100625,2025-01-21,paid,DaNang,45-54,M,medium,2025-01-25,2025-01-29,,
C100626,2025-01-21,referral,HCMC,25-34,F,low,2025-01-25,2025-01-27,2025-01-28,2025-02-01
C100627,2025-01-22,organic,HCMC,45-54,F,medium,2025-01-28,2025-02-01,2025-02-01,
C100628,2025-01-23,campaign,HaiPhong,25-34,F,low,2025-01-26,2025-01-30,,
C100629,2025-01-25,campaign,HCMC,18-24,F,low,,,,
C100630,2025-01-25,organic,Hanoi,18-24,F,low,,,,
C100631,2025-01-26,campaign,Hanoi,25-34,F,low,2025-02-01,2025-02-04,2025-02-08,2025-02-08
C100632,2025-01-26,campaign,Hanoi,45-54,M,medium,,,,
C100633,2025-01-26,organic,HCMC,45-54,M,low,2025-01-28,2025-01-29,2025-01-29,2025-02-06
C100634,2025-01-27,paid,HCMC,35-44,F,medium,2025-02-02,2025-02-06,2025-02-07,
C100635,2025-01-28,campaign,HCMC,25-34,F,low,2025-02-03,2025-02-06,2025-02-06,2025-02-11
C100636,2025-01-29,referral,DaNang,25-34,F,medium,2025-01-30,2025-02-02,2025-02-02,
C100637,2025-01-29,organic,Hanoi,25-34,F,high,2025-01-29,2025-02-01,2025-02-04,
C100638,2025-01-30,organic,DaNang,35-44,M,low,,,,
C100639,2025-02-02,paid,HCMC,18-24,M,low,,,,
C100640,2025-02-02,organic,HCMC,25-34,F,medium,2025-02-08,2025-02-12,,
C100641,2025-02-03,organic,CanTho,25-34,M,low,2025-02-06,2025-02-08,2025-02-08,2025-02-11
C100642,2025-02-04,organic,HCMC,35-44,M,low,2025-02-08,2025-02-09,2025-02-10,2025-02-17
C100643,2025-02-04,organic,HCMC,35-44,F,low,2025-02-10,2025-02-13,,
C100644,2025-02-04,organic,HCMC,18-24,M,low,,,,
C100645,2025-02-04,organic,HCMC,25-34,F,low,2025-02-08,2025-02-11,2025-02-11,2025-02-15
C100646,2025-02-04,paid,Hanoi,45-54,M,low,2025-02-05,2025-02-06,2025-02-08,2025-02-15
C100647,2025-02-04,campaign,CanTho,45-54,F,medium,2025-02-04,2025-02-05,2025-02-06,
C100648,2025-02-05,organic,Hanoi,25-34,F,medium,2025-02-11,2025-02-14,,
C100649,2025-02-06,organic,HCMC,45-54,M,low,2025-02-08,2025-02-10,2025-02-12,2025-02-14
C100650,2025-02-06,referral,CanTho,25-34,M,medium,2025-02-07,2025-02-09,2025-02-13,
C100651,2025-02-07,referral,HCMC,25-34,M,medium,2025-02-12,2025-02-15,2025-02-15,2025-02-19
C100652,2025-02-08,organic,HCMC,35-44,F,low,,,,
C100653,2025-02-08,paid,HCMC,18-24,F,low,,,,
C100654,2025-02-09,organic,CanTho,25-34,F,high,2025-02-11,2025-02-14,2025-02-15,2025-02-20
C100655,2025-02-09,campaign,HCMC,45-54,M,low,2025-02-11,2025-02-15,,
C100656,2025-02-09,organic,DaNang,25-34,M,low,,,,
C100657,2025-02-10,paid,Hanoi,18-24,M,low,2025-02-13,2025-02-15,2025-02-17,
C100658,2025-02-10,paid,Hanoi,35-44,F,high,2025-02-15,2025-02-16,2025-02-20,
C100659,2025-02-10,paid,DaNang,35-44,M,low,,,,
C100660,2025-02-10,organic,HCMC,25-34,F,medium,2025-02-15,2025-02-16,2025-02-18,
C100661,2025-02-12,organic,HCMC,25-34,M,low,2025-02-12,2025-02-13,2025-02-13,2025-02-21
C100662,2025-02-14,organic,CanTho,25-34,F,medium,,,,
C100663,2025-02-15,paid,Hanoi,18-24,M,low,2025-02-16,2025-02-19,,
C100664,2025-02-15,organic,HCMC,35-44,M,low,,,,
C100665,2025-02-17,paid,Hanoi,25-34,M,low,2025-02-20,2025-02-23,2025-02-23,2025-03-03
C100666,2025-02-17,paid,Hanoi,35-44,F,low,2025-02-19,2025-02-20,2025-02-22,
C100667,2025-02-19,paid,Hanoi,35-44,M,low,2025-02-22,2025-02-26,2025-02-27,2025-03-07
C100668,2025-02-20,campaign,Hanoi,18-24,M,low,2025-02-23,2025-02-25,2025-02-26,
C100669,2025-02-21,paid,Hanoi,35-44,M,low,2025-02-23,2025-02-24,,
C100670,2025-02-21,paid,HCMC,18-24,F,low,2025-02-26,2025-02-27,2025-02-28,
C100671,2025-02-22,paid,Hanoi,35-44,F,medium,2025-02-25,2025-02-26,2025-02-28,2025-03-03
C100672,2025-02-23,paid,CanTho,18-24,M,medium,2025-03-01,2025-03-02,2025-03-03,
C100673,2025-02-24,organic,CanTho,35-44,F,medium,2025-02-25,2025-02-28,,
C100674,2025-02-25,organic,HCMC,25-34,F,low,2025-03-02,2025-03-03,2025-03-05,2025-03-10
C100675,2025-02-25,paid,HCMC,25-34,M,high,,,,
C100676,2025-02-26,organic,HCMC,35-44,M,low,2025-03-04,2025-03-05,2025-03-09,
C100677,2025-02-26,paid,HCMC,35-44,F,medium,2025-03-04,2025-03-06,,
C100678,2025-02-27,referral,HCMC,18-24,F,high,2025-02-27,2025-03-02,2025-03-06,2025-03-12
C100679,2025-02-28,referral,HCMC,18-24,F,medium,2025-03-06,2025-03-10,2025-03-11,
C100680,2025-02-28,referral,Hanoi,55+,F,low,,,,
C100681,2025-03-01,organic,HCMC,25-34,M,medium,2025-03-03,2025-03-07,2025-03-10,2025-03-18
C100682,2025-03-01,organic,Hanoi,45-54,M,low,,,,
C100683,2025-03-03,organic,HCMC,25-34,M,medium,2025-03-08,2025-03-12,2025-03-13,
C100684,2025-03-03,paid,HaiPhong,35-44,M,low,2025-03-07,2025-03-10,2025-03-11,
C100685,2025-03-03,organic,HCMC,18-24,F,high,2025-03-03,2025-03-06,2025-03-06,2025-03-08
C100686,2025-03-04,organic,CanTho,25-34,F,medium,2025-03-07,2025-03-08,2025-03-08,2025-03-08
C100687,2025-03-04,campaign,Hanoi,35-44,M,medium,2025-03-07,2025-03-11,2025-03-14,2025-03-16
C100688,2025-03-04,organic,CanTho,25-34,F,low,2025-03-06,2025-03-09,2025-03-12,2025-03-19
C100689,2025-03-04,organic,HCMC,35-44,M,high,,,,
C100690,2025-03-05,paid,HCMC,45-54,M,low,2025-03-05,2025-03-08,2025-03-12,
C100691,2025-03-05,paid,Hanoi,45-54,M,medium,2025-03-09,2025-03-12,2025-03-16,
C100692,2025-03-05,paid,HCMC,25-34,F,medium,2025-03-06,2025-03-10,2025-03-13,2025-03-18
C100693,2025-03-08,organic,HCMC,45-54,F,low,,,,
C100694,2025-03-09,paid,Hanoi,35-44,M,low,,,,
C100695,2025-03-09,organic,HCMC,25-34,M,low,2025-03-10,2025-03-11,2025-03-13,2025-03-21
C100696,2025-03-10,paid,DaNang,35-44,F,low,2025-03-11,2025-03-15,2025-03-15,2025-03-22
C100697,2025-03-10,campaign,Hanoi,25-34,M,low,2025-03-15,2025-03-17,2025-03-18,2025-03-26
C100698,2025-03-10,organic,Hanoi,25-34,F,low,,,,
C100699,2025-03-11,paid,Hanoi,25-34,F,high,,,,
C100700,2025-03-12,referral,CanTho,25-34,M,low,,,,
C100701,2025-03-12,paid,HCMC,18-24,M,low,2025-03-15,2025-03-16,,
C100702,2025-03-12,organic,HCMC,45-54,M,low,2025-03-12,2025-03-15,,
C100703,2025-03-13,organic,HCMC,45-54,M,medium,2025-03-14,2025-03-15,,
C100704,2025-03-13,paid,HaiPhong,25-34,M,low,2025-03-13,2025-03-17,2025-03-18,
C100705,2025-03-14,organic,HCMC,55+,F,low,,,,
C100706,2025-03-14,referral,Hanoi,18-24,F,low,2025-03-14,2025-03-16,2025-03-18,
C100707,2025-03-15,paid,HCMC,18-24,M,low,2025-03-20,2025-03-23,2025-03-26,2025-04-03
C100708,2025-03-15,organic,CanTho,35-44,M,low,2025-03-19,2025-03-23,2025-03-26,2025-03-31
C100709,2025-03-15,referral,HCMC,25-34,M,medium,,,,
C100710,2025-03-16,organic,Hanoi,25-34,Other,medium,2025-03-20,2025-03-22,,
C100711,2025-03-17,paid,HCMC,18-24,M,high,,,,
C100712,2025-03-17,paid,CanTho,25-34,M,low,2025-03-19,2025-03-21,2025-03-25,2025-03-28
C100713,2025-03-18,organic,HCMC,18-24,M,low,,,,
C100714,2025-03-19,referral,Hanoi,35-44,M,low,2025-03-23,2025-03-26,2025-03-26,2025-04-04
C100715,2025-03-19,paid,Hanoi,18-24,F,medium,,,,
C100716,2025-03-19,organic,HCMC,25-34,F,medium,,,,
C100717,2025-03-19,organic,Hanoi,45-54,F,low,,,,
C100718,2025-03-20,organic,HCMC,35-44,M,low,2025-03-21,2025-03-22,2025-03-22,2025-03-26
C100719,2025-03-20,campaign,DaNang,25-34,F,low,2025-03-21,2025-03-23,2025-03-27,
C100720,2025-03-20,paid,Hanoi,18-24,F,low,,,,
C100721,2025-03-20,campaign,HCMC,55+,M,medium,2025-03-26,2025-03-28,2025-03-29,
C100722,2025-03-22,referral,HCMC,18-24,M,low,2025-03-26,2025-03-29,,
C100723,2025-03-24,referral,HCMC,25-34,M,medium,2025-03-28,2025-04-01,2025-04-04,2025-04-04
C100724,2025-03-24,organic,HCMC,25-34,F,low,,,,
C100725,2025-03-24,referral,HCMC,35-44,F,medium,2025-03-29,2025-04-02,2025-04-03,2025-04-05
C100726,2025-03-24,organic,Hanoi,35-44,F,high,2025-03-30,2025-04-01,2025-04-01,2025-04-10
C100727,2025-03-24,referral,Hanoi,45-54,M,medium,2025-03-25,2025-03-29,2025-03-31,
C100728,2025-03-25,paid,HaiPhong,55+,F,low,2025-03-30,2025-04-01,2025-04-05,
C100729,2025-03-26,paid,Hanoi,35-44,M,high,2025-03-30,2025-04-03,2025-04-07,
C100730,2025-03-29,organic,DaNang,25-34,M,low,2025-04-01,2025-04-02,2025-04-06,2025-04-09
C100731,2025-03-29,paid,HCMC,25-34,F,medium,,,,
C100732,2025-03-31,paid,Hanoi,45-54,M,low,2025-04-04,2025-04-05,2025-04-08,
C100733,2025-04-01,paid,HCMC,35-44,Other,high,2025-04-03,2025-04-04,2025-04-08,2025-04-17
C100734,2025-04-01,organic,HCMC,35-44,M,medium,2025-04-06,2025-04-08,2025-04-11,2025-04-13
C100735,2025-04-01,organic,HCMC,45-54,M,medium,2025-04-01,2025-04-03,2025-04-06,2025-04-12
C100736,2025-04-01,paid,Hanoi,25-34,F,low,2025-04-05,2025-04-08,,
C100737,2025-04-02,referral,HCMC,45-54,F,low,2025-04-04,2025-04-05,,
C100738,2025-04-03,organic,HCMC,35-44,M,low,2025-04-07,2025-04-08,2025-04-10,2025-04-10
C100739,2025-04-03,referral,HCMC,25-34,M,medium,2025-04-06,2025-04-09,2025-04-11,
C100740,2025-04-04,campaign,HaiPhong,35-44,M,medium,2025-04-06,2025-04-09,2025-04-12,
C100741,2025-04-04,organic,HCMC,18-24,F,medium,2025-04-10,2025-04-14,,
C100742,2025-04-05,paid,CanTho,18-24,F,medium,,,,
C100743,2025-04-05,organic,HaiPhong,45-54,F,medium,2025-04-09,2025-04-12,2025-04-14,
C100744,2025-04-06,organic,Hanoi,55+,F,high,2025-04-11,2025-04-12,,
C100745,2025-04-06,organic,HaiPhong,25-34,F,low,2025-04-10,2025-04-12,2025-04-14,
C100746,2025-04-07,organic,HaiPhong,25-34,M,low,2025-04-10,2025-04-12,2025-04-15,2025-04-23
C100747,2025-04-07,organic,DaNang,25-34,F,low,,,,
C100748,2025-04-09,paid,Hanoi,45-54,F,low,2025-04-15,2025-04-17,2025-04-20,2025-04-23
C100749,2025-04-10,paid,HCMC,25-34,F,low,2025-04-10,2025-04-12,2025-04-12,
C100750,2025-04-11,organic,HCMC,35-44,F,low,2025-04-15,2025-04-19,2025-04-20,
C100751,2025-04-11,referral,HCMC,45-54,F,low,2025-04-14,2025-04-16,2025-04-16,2025-04-25
C100752,2025-04-12,campaign,HCMC,25-34,M,low,,,,
C100753,2025-04-13,paid,Hanoi,55+,F,low,2025-04-13,2025-04-15,2025-04-18,
C100754,2025-04-13,organic,HCMC,25-34,M,medium,,,,
C100755,2025-04-14,paid,DaNang,35-44,M,low,2025-04-14,2025-04-15,2025-04-17,2025-04-26
C100756,2025-04-14,organic,HCMC,25-34,F,medium,2025-04-14,2025-04-18,2025-04-22,
C100757,2025-04-15,referral,Hanoi,25-34,F,medium,2025-04-15,2025-04-19,2025-04-23,2025-05-02
C100758,2025-04-15,organic,HCMC,35-44,M,medium,2025-04-15,2025-04-19,,
C100759,2025-04-17,organic,HCMC,25-34,M,medium,2025-04-17,2025-04-18,2025-04-22,
C100760,2025-04-17,organic,DaNang,45-54,M,low,2025-04-17,2025-04-19,2025-04-23,
C100761,2025-04-19,organic,HCMC,55+,M,high,2025-04-19,2025-04-21,2025-04-22,2025-04-29
C100762,2025-04-20,organic,Hanoi,25-34,M,low,2025-04-22,2025-04-23,2025-04-23,2025-04-29
C100763,2025-04-20,campaign,HCMC,25-34,F,low,,,,
C100764,2025-04-20,paid,Hanoi,18-24,M,medium,,,,
C100765,2025-04-20,paid,HCMC,25-34,M,medium,2025-04-24,2025-04-26,2025-04-27,
C100766,2025-04-21,campaign,HCMC,35-44,F,low,2025-04-22,2025-04-25,2025-04-26,2025-05-05
C100767,2025-04-21,paid,Hanoi,18-24,M,medium,2025-04-23,2025-04-27,2025-04-30,2025-05-01
C100768,2025-04-21,paid,Hanoi,55+,M,medium,2025-04-27,2025-05-01,2025-05-05,2025-05-08
C100769,2025-04-21,organic,Hanoi,18-24,M,low,2025-04-26,2025-04-27,2025-04-30,2025-05-08
C100770,2025-04-21,organic,HCMC,25-34,M,low,,,,
C100771,2025-04-21,paid,DaNang,18-24,F,high,2025-04-26,2025-04-30,2025-05-04,2025-05-06
C100772,2025-04-21,referral,HCMC,25-34,M,medium,2025-04-22,2025-04-23,2025-04-23,2025-05-02
C100773,2025-04-22,organic,HaiPhong,45-54,M,low,,,,
C100774,2025-04-22,paid,CanTho,25-34,F,low,2025-04-25,2025-04-29,2025-05-01,2025-05-04
C100775,2025-04-22,organic,DaNang,45-54,M,low,2025-04-23,2025-04-25,2025-04-29,2025-04-29
C100776,2025-04-23,organic,HCMC,45-54,M,low,2025-04-28,2025-05-01,,
C100777,2025-04-24,paid,Hanoi,25-34,F,medium,2025-04-27,2025-05-01,2025-05-03,
C100778,2025-04-24,campaign,HaiPhong,18-24,M,low,2025-04-30,2025-05-01,2025-05-03,
C100779,2025-04-25,campaign,Hanoi,45-54,M,low,,,,
C100780,2025-04-25,paid,Hanoi,45-54,M,medium,2025-04-27,2025-04-29,2025-04-30,
C100781,2025-04-25,organic,HCMC,25-34,M,high,,,,
C100782,2025-04-25,organic,HCMC,18-24,F,low,2025-04-29,2025-05-03,2025-05-07,
C100783,2025-04-26,paid,Hanoi,45-54,F,low,2025-04-28,2025-05-02,2025-05-02,
C100784,2025-04-26,campaign,Hanoi,35-44,M,low,,,,
C100785,2025-04-26,organic,Hanoi,25-34,M,low,2025-04-29,2025-05-02,2025-05-04,
C100786,2025-04-27,referral,HCMC,18-24,F,medium,2025-04-28,2025-05-02,2025-05-02,2025-05-09
C100787,2025-04-28,referral,HCMC,25-34,F,low,2025-04-30,2025-05-02,,
C100788,2025-04-28,organic,CanTho,45-54,M,high,,,,
C100789,2025-04-30,campaign,HCMC,18-24,M,medium,2025-05-05,2025-05-09,2025-05-11,2025-05-19
C100790,2025-05-01,paid,HaiPhong,35-44,M,low,,,,
C100791,2025-05-01,referral,HCMC,25-34,F,low,2025-05-03,2025-05-07,2025-05-07,
C100792,2025-05-01,paid,Hanoi,35-44,M,low,2025-05-02,2025-05-04,2025-05-04,
C100793,2025-05-02,paid,Hanoi,25-34,M,medium,2025-05-06,2025-05-07,2025-05-09,
C100794,2025-05-03,referral,Hanoi,35-44,M,low,2025-05-07,2025-05-10,2025-05-11,2025-05-17
C100795,2025-05-05,referral,DaNang,18-24,M,low,2025-05-06,2025-05-07,,
C100796,2025-05-05,organic,DaNang,45-54,F,medium,2025-05-09,2025-05-13,2025-05-16,2025-05-17
C100797,2025-05-05,organic,DaNang,55+,M,high,2025-05-09,2025-05-12,2025-05-16,
C100798,2025-05-06,campaign,HCMC,25-34,M,low,2025-05-06,2025-05-09,2025-05-09,2025-05-13
C100799,2025-05-06,organic,HCMC,25-34,F,low,2025-05-12,2025-05-14,2025-05-17,2025-05-24
C100800,2025-05-08,organic,HCMC,35-44,M,medium,2025-05-13,2025-05-14,,
C100801,2025-05-09,organic,HCMC,18-24,M,medium,,,,
C100802,2025-05-09,organic,Hanoi,18-24,F,low,2025-05-13,2025-05-14,2025-05-18,2025-05-24
C100803,2025-05-09,paid,Hanoi,35-44,F,low,2025-05-10,2025-05-14,2025-05-14,
C100804,2025-05-09,organic,Hanoi,25-34,M,medium,,,,
C100805,2025-05-09,organic,Hanoi,35-44,F,high,2025-05-09,2025-05-13,2025-05-13,2025-05-14
C100806,2025-05-09,paid,Hanoi,18-24,M,low,2025-05-13,2025-05-14,,
C100807,2025-05-09,organic,HCMC,45-54,M,medium,2025-05-09,2025-05-13,,
C100808,2025-05-09,referral,CanTho,35-44,Other,medium,2025-05-15,2025-05-17,,
C100809,2025-05-09,paid,DaNang,18-24,M,low,,,,
C100810,2025-05-10,organic,DaNang,35-44,M,low,2025-05-10,2025-05-11,2025-05-11,
C100811,2025-05-10,paid,CanTho,55+,M,medium,2025-05-10,2025-05-12,,
C100812,2025-05-10,paid,HCMC,25-34,F,medium,,,,
C100813,2025-05-11,paid,HCMC,55+,M,medium,2025-05-17,2025-05-19,2025-05-19,2025-05-28
C100814,2025-05-12,organic,Hanoi,55+,F,medium,2025-05-13,2025-05-17,2025-05-19,2025-05-25
C100815,2025-05-12,campaign,HCMC,45-54,F,low,,,,
C100816,2025-05-12,organic,Hanoi,25-34,M,low,2025-05-13,2025-05-15,2025-05-18,2025-05-22
C100817,2025-05-12,organic,Hanoi,25-34,M,low,2025-05-15,2025-05-19,2025-05-23,
C100818,2025-05-14,paid,Hanoi,25-34,F,low,2025-05-18,2025-05-19,2025-05-22,
C100819,2025-05-16,campaign,HCMC,35-44,M,medium,2025-05-16,2025-05-20,2025-05-23,2025-05-31
C100820,2025-05-17,organic,Hanoi,18-24,M,medium,2025-05-20,2025-05-24,2025-05-25,
C100821,2025-05-17,organic,HCMC,25-34,F,low,2025-05-23,2025-05-26,2025-05-26,2025-06-02
C100822,2025-05-17,paid,HCMC,25-34,F,medium,,,,
C100823,2025-05-17,campaign,HCMC,45-54,M,low,2025-05-18,2025-05-20,2025-05-22,
C100824,2025-05-20,paid,DaNang,45-54,M,medium,,,,
C100825,2025-05-20,campaign,HCMC,25-34,M,low,,,,
C100826,2025-05-20,organic,DaNang,35-44,M,low,,,,
C100827,2025-05-21,referral,Hanoi,35-44,F,medium,,,,
C100828,2025-05-23,organic,Hanoi,25-34,F,low,2025-05-29,2025-06-01,2025-06-03,2025-06-10
C100829,2025-05-23,paid,HCMC,25-34,M,low,2025-05-26,2025-05-28,,
C100830,2025-05-23,referral,HaiPhong,18-24,M,low,2025-05-25,2025-05-29,,
C100831,2025-05-24,organic,Hanoi,35-44,F,high,2025-05-28,2025-06-01,,
C100832,2025-05-26,referral,HCMC,25-34,M,low,2025-05-29,2025-06-02,2025-06-05,
C100833,2025-05-27,paid,DaNang,25-34,M,low,,,,
C100834,2025-05-27,organic,Hanoi,25-34,M,low,2025-05-27,2025-05-28,2025-05-31,2025-06-06
C100835,2025-05-27,organic,DaNang,18-24,F,low,2025-05-28,2025-05-29,2025-05-29,
C100836,2025-05-28,paid,Hanoi,25-34,F,low,2025-05-31,2025-06-02,2025-06-03,2025-06-06
C100837,2025-05-29,organic,HaiPhong,18-24,M,medium,2025-06-01,2025-06-05,2025-06-05,2025-06-05
C100838,2025-05-30,paid,CanTho,18-24,F,low,,,,
C100839,2025-05-30,organic,Hanoi,35-44,M,medium,2025-06-02,2025-06-04,2025-06-06,
C100840,2025-05-30,organic,DaNang,18-24,M,low,,,,
C100841,2025-05-31,organic,HCMC,35-44,F,low,2025-05-31,2025-06-04,2025-06-04,2025-06-04
C100842,2025-05-31,paid,DaNang,25-34,M,low,,,,
C100843,2025-05-31,organic,Hanoi,25-34,F,low,,,,
C100844,2025-05-31,organic,CanTho,35-44,M,low,2025-06-06,2025-06-08,2025-06-10,
C100845,2025-05-31,paid,DaNang,25-34,M,medium,,,,
C100846,2025-06-01,organic,Hanoi,45-54,M,low,2025-06-01,2025-06-05,2025-06-06,2025-06-11
C100847,2025-06-03,paid,DaNang,55+,F,high,,,,
C100848,2025-06-03,organic,Hanoi,25-34,M,low,2025-06-08,2025-06-12,2025-06-14,2025-06-19
C100849,2025-06-04,referral,Hanoi,25-34,M,low,2025-06-08,2025-06-12,2025-06-13,
C100850,2025-06-04,organic,HaiPhong,35-44,F,low,,,,
C100851,2025-06-04,organic,Hanoi,18-24,M,medium,2025-06-08,2025-06-10,2025-06-12,
C100852,2025-06-05,campaign,HCMC,25-34,F,low,2025-06-11,2025-06-14,2025-06-16,2025-06-25
C100853,2025-06-06,organic,HCMC,18-24,F,low,,,,
C100854,2025-06-06,paid,HCMC,25-34,F,medium,,,,
C100855,2025-06-07,paid,Hanoi,35-44,M,medium,,,,
C100856,2025-06-07,organic,Hanoi,35-44,F,high,,,,
C100857,2025-06-08,paid,HCMC,25-34,F,low,2025-06-10,2025-06-14,2025-06-15,2025-06-19
C100858,2025-06-08,referral,Hanoi,55+,F,low,2025-06-12,2025-06-13,2025-06-15,
C100859,2025-06-08,paid,HaiPhong,18-24,M,low,2025-06-13,2025-06-14,2025-06-15,2025-06-17
C100860,2025-06-10,organic,DaNang,25-34,F,low,2025-06-15,2025-06-16,,
C100861,2025-06-10,organic,Hanoi,35-44,F,medium,,,,
C100862,2025-06-11,referral,Hanoi,25-34,M,medium,,,,
C100863,2025-06-11,campaign,CanTho,35-44,F,medium,2025-06-11,2025-06-12,,
C100864,2025-06-12,organic,HCMC,18-24,M,low,2025-06-16,2025-06-19,2025-06-23,
C100865,2025-06-13,organic,DaNang,35-44,M,low,2025-06-18,2025-06-20,2025-06-20,2025-06-23
C100866,2025-06-13,paid,Hanoi,18-24,M,low,2025-06-18,2025-06-20,2025-06-21,2025-06-21
C100867,2025-06-16,referral,HCMC,25-34,M,low,2025-06-17,2025-06-20,2025-06-21,2025-06-28
C100868,2025-06-16,referral,Hanoi,18-24,F,low,2025-06-18,2025-06-21,2025-06-21,
C100869,2025-06-17,referral,HCMC,35-44,M,low,2025-06-17,2025-06-20,2025-06-24,
C100870,2025-06-17,paid,HCMC,18-24,F,low,,,,
C100871,2025-06-18,paid,HCMC,55+,M,high,,,,
C100872,2025-06-19,organic,HCMC,25-34,M,medium,2025-06-20,2025-06-22,2025-06-26,2025-07-01
C100873,2025-06-19,paid,Hanoi,25-34,M,medium,2025-06-25,2025-06-28,,
C100874,2025-06-19,paid,HCMC,25-34,F,low,2025-06-20,2025-06-22,2025-06-26,
C100875,2025-06-20,organic,CanTho,25-34,F,medium,2025-06-23,2025-06-24,2025-06-26,2025-07-04
C100876,2025-06-20,organic,HCMC,25-34,M,low,,,,
C100877,2025-06-21,organic,DaNang,35-44,F,low,2025-06-25,2025-06-27,2025-06-30,2025-07-03
C100878,2025-06-22,paid,Hanoi,35-44,M,high,,,,
C100879,2025-06-22,organic,HCMC,35-44,M,low,2025-06-22,2025-06-26,2025-06-28,
C100880,2025-06-22,referral,CanTho,45-54,M,medium,2025-06-27,2025-07-01,2025-07-02,2025-07-02
C100881,2025-06-23,paid,Hanoi,35-44,M,medium,2025-06-28,2025-06-29,2025-07-01,2025-07-10
C100882,2025-06-23,organic,HCMC,18-24,F,low,,,,
C100883,2025-06-23,organic,CanTho,25-34,F,low,2025-06-24,2025-06-28,2025-06-28,
C100884,2025-06-25,organic,HCMC,25-34,M,medium,2025-06-25,2025-06-27,,
C100885,2025-06-26,organic,Hanoi,25-34,F,low,,,,
C100886,2025-06-26,campaign,Hanoi,25-34,M,low,2025-06-29,2025-07-02,2025-07-02,
C100887,2025-06-27,organic,Hanoi,25-34,M,medium,2025-07-03,2025-07-06,2025-07-06,
C100888,2025-06-27,campaign,Hanoi,35-44,M,medium,,,,
C100889,2025-06-27,organic,DaNang,25-34,F,medium,2025-07-02,2025-07-06,2025-07-10,2025-07-12
C100890,2025-06-27,organic,DaNang,45-54,F,low,2025-06-28,2025-07-02,2025-07-04,
C100891,2025-06-27,paid,HCMC,35-44,F,low,2025-07-01,2025-07-02,,
C100892,2025-06-28,organic,Hanoi,18-24,M,low,2025-06-30,2025-07-02,2025-07-03,2025-07-11
C100893,2025-06-29,organic,Hanoi,55+,F,high,2025-06-30,2025-07-04,2025-07-08,
C100894,2025-06-29,paid,HCMC,18-24,M,low,,,,
C100895,2025-06-30,organic,HCMC,25-34,F,medium,2025-06-30,2025-07-04,2025-07-08,2025-07-13
C100896,2025-07-01,paid,DaNang,18-24,F,low,2025-07-06,2025-07-10,2025-07-12,2025-07-20
C100897,2025-07-02,organic,HCMC,25-34,M,medium,2025-07-03,2025-07-05,2025-07-09,
C100898,2025-07-02,organic,HCMC,35-44,M,high,2025-07-04,2025-07-07,2025-07-11,
C100899,2025-07-03,referral,Hanoi,25-34,M,medium,2025-07-08,2025-07-12,2025-07-14,
C100900,2025-07-04,paid,Hanoi,45-54,M,low,2025-07-05,2025-07-06,2025-07-07,
C100901,2025-07-04,organic,DaNang,18-24,F,low,,,,
C100902,2025-07-04,organic,CanTho,55+,F,medium,2025-07-07,2025-07-09,2025-07-12,
C100903,2025-07-05,organic,HCMC,35-44,M,low,,,,
C100904,2025-07-06,organic,HCMC,18-24,M,low,2025-07-12,2025-07-16,2025-07-19,2025-07-25
C100905,2025-07-06,paid,HCMC,18-24,F,low,2025-07-07,2025-07-10,,
C100906,2025-07-07,organic,CanTho,18-24,F,high,2025-07-10,2025-07-11,2025-07-11,
C100907,2025-07-08,organic,CanTho,35-44,M,medium,,,,
C100908,2025-07-08,organic,HCMC,25-34,M,low,2025-07-14,2025-07-18,2025-07-22,2025-07-25
C100909,2025-07-09,organic,DaNang,55+,F,low,2025-07-15,2025-07-19,2025-07-23,2025-07-31
C100910,2025-07-09,organic,Hanoi,18-24,F,low,2025-07-14,2025-07-18,2025-07-18,2025-07-25
C100911,2025-07-09,organic,HaiPhong,45-54,F,low,2025-07-14,2025-07-16,2025-07-16,
C100912,2025-07-09,organic,Hanoi,25-34,M,medium,2025-07-12,2025-07-16,2025-07-19,
