order_date,order_id,pickup_district,dropoff_district,distance,parent_service_id,hour,service,pooling_internal,total_pooling,region,label,driver_fee,first_pooling,last_pooling,cod,partner_fee,buoi,weekday_number,demand
7/19/2025,257J5QKM,Quận Hai Bà Trưng,Quận Hà Đông,9.43,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,30496,4,4,480000,31000,afternoon,7,45
7/19/2025,255C1J6S,Quận Thanh Xuân,Quận Hoàng Mai,9.82,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,34217.33,0,0,0,25000,morning,7,36
7/19/2025,25UJN58F,Quận Long Biên,Quận Hoàn Kiếm,10.03,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,3,3,HAN,INTERNAL,38026.5,28,88,450000,41000,afternoon,7,46
7/19/2025,25246B2H,Quận Bắc Từ Liêm,Huyện Thanh Trì,18.48,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,3,3,HAN,INTERNAL,56386.8,6,109,0,39000,morning,7,51
7/19/2025,25631YGQ,Quận Hoàng Mai,Quận Hà Đông,7.55,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,28486.67,0,0,0,29000,morning,7,83
7/19/2025,25V040IB,Quận Hà Đông,Quận Ba Đình,9.62,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,4,4,HAN,INTERNAL,24691,1,90,0,26000,morning,7,41
7/19/2025,25Q3BPX8,Quận Thanh Xuân,Quận Bắc Từ Liêm,13.39,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,37895.33,15,15,0,41000,morning,7,37
7/19/2025,25XADN0W,Quận Hà Đông,Quận Bắc Từ Liêm,19.34,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,4,4,HAN,INTERNAL,37295.33,21,61,0,39000,morning,7,75
7/19/2025,25JKQ8TI,Quận Hà Đông,Quận Cầu Giấy,6.8,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,29002.33,6,6,0,31000,afternoon,7,52
7/19/2025,2576E5HS,Quận Hai Bà Trưng,Quận Thanh Xuân,8.44,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,3,3,HAN,INTERNAL,35583.6,1,41,0,31000,morning,7,34
7/19/2025,253GFDLQ,Quận Bắc Từ Liêm,Huyện Thanh Trì,18.58,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,42760.67,2,2,530000,38000,morning,7,55
7/19/2025,25UE6ZCS,Quận Hoàng Mai,Quận Nam Từ Liêm,13.35,HAN-SAMEDAY-INTERNAL,7,SAMEDAY,1,1,HAN,INTERNAL,38745.2,42,42,0,33000,morning,7,28
7/19/2025,25RWZXYA,Huyện Thanh Trì,Quận Long Biên,16.93,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,3,3,HAN,INTERNAL,46568,0,3,0,39000,morning,7,34
7/19/2025,252SG40M,Quận Ba Đình,Quận Bắc Từ Liêm,7.41,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,HAN,INTERNAL,25723.33,3,3,735000,24000,morning,7,20
7/19/2025,25NV8JSN,Quận Đống Đa,Quận Hoàng Mai,5.46,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,4,4,HAN,INTERNAL,34493,9,82,590000,29000,morning,7,44
7/19/2025,255GGAB0,Quận Hai Bà Trưng,Quận Hà Đông,14.83,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,HAN,INTERNAL,47954.2,9,9,0,41000,afternoon,7,47
7/19/2025,25GOYG7T,Quận Hà Đông,Quận Tây Hồ,15.66,HAN-POOL,8,SAMEDAY,1,2,HAN,POOL,79000,22,96,0,39000,morning,7,75
7/19/2025,25K1KTI6,Quận Hà Đông,Quận Cầu Giấy,9.07,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,4,4,HAN,INTERNAL,26087,11,83,0,24000,morning,7,67
7/19/2025,25D4BYI8,Quận Cầu Giấy,Quận Hoàng Mai,14.43,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,HAN,INTERNAL,37258.4,39,81,0,33000,morning,7,44
7/19/2025,2539NG89,Quận Long Biên,Quận Nam Từ Liêm,13.75,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,35384.67,16,16,120000,33000,morning,7,57
7/19/2025,2548PRW6,Quận Long Biên,Quận Ba Đình,10.66,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,41044.2,22,22,0,40000,morning,7,33
7/19/2025,25TD9OO2,Quận Thanh Xuân,Quận Bắc Từ Liêm,12.45,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,5,5,HAN,INTERNAL,42761.5,10,99,0,37000,morning,7,41
7/19/2025,25W6POYJ,Quận Tây Hồ,Quận Thanh Xuân,7.17,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,39158.33,0,0,0,29000,morning,7,21
7/19/2025,25MC1DIR,Huyện Thanh Trì,Quận Cầu Giấy,8.4,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,29002.33,22,22,0,31000,afternoon,7,22
7/19/2025,25ZORWHI,Quận Tây Hồ,Quận Đống Đa,6.97,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,27012.67,11,11,0,25000,morning,7,27
7/19/2025,254XSLP3,Quận Đống Đa,Quận Bắc Từ Liêm,12.78,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,4,4,HAN,INTERNAL,58174,31,113,170000,38000,morning,7,44
7/19/2025,25IOD21W,Quận Hà Đông,Quận Hoàng Mai,16.36,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,45209.75,35,35,0,47000,afternoon,7,52
7/19/2025,25UVVY36,Quận Thanh Xuân,Quận Long Biên,12.57,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,37389.33,0,0,0,38000,morning,7,53
7/19/2025,25XJR0BZ,Quận Hoàng Mai,Quận Nam Từ Liêm,11.02,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,5,5,HAN,INTERNAL,42443.5,0,91,0,32000,morning,7,83
7/19/2025,258IAQQM,Quận Bắc Từ Liêm,Quận Hai Bà Trưng,12.15,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,HAN,INTERNAL,31746.67,34,66,755000,33000,morning,7,55
7/19/2025,25YNWLA3,Quận Ba Đình,Quận Hà Đông,9.12,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,2,2,HAN,INTERNAL,28729.83,4,24,219000,31000,morning,7,26
7/19/2025,25EQZ95M,Quận Cầu Giấy,Quận Tây Hồ,7.8,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,5,5,HAN,INTERNAL,34004.33,8,83,0,30000,afternoon,7,36
7/19/2025,257O5OKP,Quận Hoàng Mai,Quận Long Biên,10.64,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,HAN,INTERNAL,41600.4,38,38,0,41000,afternoon,7,89
7/19/2025,25MNDHQL,Quận Long Biên,Quận Long Biên,7.01,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,HAN,INTERNAL,39739.5,96,96,0,25000,morning,7,46
7/19/2025,251BLUKM,Quận Hà Đông,Quận Cầu Giấy,9.7,HAN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,HAN,INTERNAL,33870.5,8,8,0,31000,afternoon,7,52
7/19/2025,25VYDE5S,Quận Cầu Giấy,Quận Hoàng Mai,10.24,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,32294,4,4,0,33000,morning,7,44
7/19/2025,255S8API,Quận Hoàng Mai,Quận Long Biên,5.43,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,31600.4,60,60,0,31000,afternoon,7,77
7/19/2025,25IRYSR0,Quận Nam Từ Liêm,Quận Hà Đông,5.85,HAN-POOL,15,SAMEDAY,0,1,HAN,POOL,51000,96,96,0,31000,afternoon,7,50
7/19/2025,254Z61DJ,Quận Long Biên,Quận Bắc Từ Liêm,18.51,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,2,2,HAN,INTERNAL,44257.6,4,25,350000,45000,morning,7,56
7/19/2025,25FCF3N5,Quận Đống Đa,Quận Nam Từ Liêm,11.85,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,2,2,HAN,INTERNAL,36537.2,3,37,0,38000,morning,7,54
7/19/2025,25T70IWF,Quận Hoàng Mai,Quận Hà Đông,13.03,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,2,2,HAN,INTERNAL,40103.67,3,93,0,41000,morning,7,58
7/19/2025,25G7O7AR,Quận Hai Bà Trưng,Quận Bắc Từ Liêm,15.04,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,46430,18,18,0,45000,morning,7,45
7/19/2025,25S1RAA4,Quận Nam Từ Liêm,Quận Thanh Xuân,8.88,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,2,2,HAN,INTERNAL,29982.67,80,100,0,31000,afternoon,7,47
7/19/2025,25ULJU79,Quận Đống Đa,Quận Hoàng Mai,11.45,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,HAN,INTERNAL,39934.33,0,0,0,41000,afternoon,7,52
7/19/2025,25GQEU0C,Quận Hà Đông,Quận Cầu Giấy,14.21,HAN-POOL,15,SAMEDAY,3,4,HAN,POOL,90000,10,104,0,41000,afternoon,7,52
7/19/2025,253FUOW5,Huyện Thanh Trì,Quận Đống Đa,12.54,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,56048.5,11,11,0,41000,morning,7,28
7/19/2025,25R9BHOD,Quận Hoàng Mai,Quận Hà Đông,9.21,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,32024.5,41,41,0,29000,morning,7,69
7/19/2025,25HPDQJU,Quận Ba Đình,Quận Hoàng Mai,7.84,HAN-POOL,9,SAMEDAY,2,3,HAN,POOL,41000,13,98,0,24000,morning,7,31
7/19/2025,25YIW0X6,Quận Hà Đông,Quận Đống Đa,8.61,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,2,2,HAN,INTERNAL,33761,43,63,0,31000,afternoon,7,52
7/19/2025,25HNXS95,Quận Long Biên,Quận Hai Bà Trưng,8.98,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,2,2,HAN,INTERNAL,42910,78,102,0,24000,morning,7,46
7/19/2025,25HZE9RE,Quận Hai Bà Trưng,Quận Nam Từ Liêm,16.84,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,2,2,HAN,INTERNAL,50993.75,10,65,420000,45000,morning,7,45
7/19/2025,25UFILSG,Quận Long Biên,Quận Thanh Xuân,11.66,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,44377,0,0,0,38000,morning,7,48
7/19/2025,25BUS15K,Quận Hoàn Kiếm,Quận Bắc Từ Liêm,11.49,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,38985,5,5,0,38000,morning,7,16
7/19/2025,2571S04C,Quận Hai Bà Trưng,Quận Thanh Xuân,8.82,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,51330,9,9,0,31000,morning,7,34
7/19/2025,25PP0YMP,Quận Ba Đình,Quận Hoàng Mai,8.5,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,3,3,HAN,INTERNAL,30894.2,34,80,160000,29000,morning,7,40
7/19/2025,25VPAQ49,Quận Hoàng Mai,Quận Thanh Xuân,8.28,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,28030,78,78,0,30000,morning,7,58
7/19/2025,25AGIUKV,Huyện Thanh Trì,Quận Đống Đa,9.09,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,4,4,HAN,INTERNAL,20750.17,2,59,0,25000,morning,7,42
7/19/2025,25AQWEGF,Quận Cầu Giấy,Quận Hoàng Mai,9.77,HAN-SAMEDAY-INTERNAL,15,SAMEDAY,3,3,HAN,INTERNAL,30399.2,1,41,700000,31000,afternoon,7,31
7/19/2025,25LY4J0R,Quận Long Biên,Quận Hoàng Mai,13.27,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,HAN,INTERNAL,35055.2,3,39,0,33000,morning,7,57
7/19/2025,255G5HYD,Quận Ba Đình,Quận Hoàng Mai,11.55,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,4,4,HAN,INTERNAL,39894.2,5,60,0,38000,morning,7,40
7/19/2025,25D7Z738,Quận Hoàng Mai,Quận Đống Đa,7.82,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,3,3,HAN,INTERNAL,31110.8,22,64,0,25000,morning,7,90
7/19/2025,25U2O6FH,Quận Hà Đông,Quận Hoàn Kiếm,16.45,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,58627.67,9,9,0,47000,afternoon,7,52
7/19/2025,25JS2SPW,Quận Hai Bà Trưng,Quận Bắc Từ Liêm,12.65,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,2,2,HAN,INTERNAL,37895.33,4,25,0,41000,morning,7,34
7/19/2025,25E0OBCP,Quận Đống Đa,Quận Hà Đông,8.48,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,24733.5,7,7,0,29000,morning,7,44
7/19/2025,25VL1QV5,Quận Hoàng Mai,Quận Cầu Giấy,7.8,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,26088.67,23,23,0,25000,morning,7,90
7/19/2025,25FS8YWY,Quận Hoàng Mai,Quận Nam Từ Liêm,17.55,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,2,2,HAN,INTERNAL,40918,9,29,0,39000,morning,7,59
7/19/2025,25PB5KD9,Quận Ba Đình,Quận Nam Từ Liêm,11.2,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,41872,8,8,0,41000,afternoon,7,23
7/19/2025,253ZQKUD,Quận Hà Đông,Quận Hoàng Mai,9.97,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,29079,1,1,0,31000,morning,7,41
7/19/2025,257QUPN7,Quận Long Biên,Quận Nam Từ Liêm,19.48,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,46910.4,35,35,0,45000,morning,7,56
7/19/2025,256DM4V1,Quận Tây Hồ,Quận Hà Đông,17.8,HAN-POOL,15,SAMEDAY,1,2,HAN,POOL,112000,7,96,250000,47000,afternoon,7,25
7/19/2025,254QAO0C,Quận Hà Đông,Quận Long Biên,19.92,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,HAN,INTERNAL,40648,1,21,0,39000,morning,7,67
7/19/2025,25FFY9IY,Quận Tây Hồ,Quận Hoàng Mai,15.43,HAN-SAMEDAY-INTERNAL,7,SAMEDAY,1,1,HAN,INTERNAL,41328,27,27,310000,39000,morning,7,6
7/19/2025,2523Z50X,Quận Bắc Từ Liêm,Quận Long Biên,14.13,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,75814,95,95,250000,37000,morning,7,42
7/19/2025,25QR171S,Quận Tây Hồ,Quận Đống Đa,5.73,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,34155.4,2,2,0,29000,morning,7,27
7/19/2025,256FO4WJ,Quận Hoàn Kiếm,Quận Bắc Từ Liêm,11.98,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,2,2,HAN,INTERNAL,29907.33,11,17,0,32000,morning,7,14
7/19/2025,25BLPBWI,Quận Nam Từ Liêm,Quận Hà Đông,9.11,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,29573.2,2,2,0,29000,morning,7,62
7/19/2025,254XX64B,Quận Cầu Giấy,Quận Hoàng Mai,9.89,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,32939.67,53,53,0,29000,morning,7,37
7/19/2025,25EGN2ZH,Quận Bắc Từ Liêm,Quận Bắc Từ Liêm,8.13,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,HAN,INTERNAL,46960.75,26,26,0,31000,morning,7,32
7/19/2025,25XHP2LJ,Quận Long Biên,Quận Nam Từ Liêm,13.35,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,2,2,HAN,INTERNAL,38808.17,8,28,0,40000,afternoon,7,46
7/19/2025,255DC26J,Quận Ba Đình,Quận Hai Bà Trưng,4.95,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,2,2,HAN,INTERNAL,24554.6,32,47,0,22000,morning,7,40
7/19/2025,25QHL6O2,Quận Hoàng Mai,Quận Long Biên,12.55,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,2,2,HAN,INTERNAL,39248.4,22,53,0,40000,morning,7,58
7/19/2025,25WXQQC4,Quận Ba Đình,Quận Hoàng Mai,8.35,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,2,2,HAN,INTERNAL,29258.4,11,32,0,25000,morning,7,40
7/19/2025,25PEN2DH,Quận Bắc Từ Liêm,Quận Hà Đông,15.4,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,3,3,HAN,INTERNAL,88968,57,86,0,47000,afternoon,7,48
7/19/2025,25DXL0NY,Quận Bắc Từ Liêm,Quận Đống Đa,13.34,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,42490.25,4,4,0,33000,morning,7,55
7/19/2025,25CDG2K6,Quận Hà Đông,Quận Hai Bà Trưng,18.5,HAN-SAMEDAY-INTERNAL,7,SAMEDAY,1,1,HAN,INTERNAL,44020,64,64,300000,39000,morning,7,17
7/19/2025,25CJDNHI,Quận Ba Đình,Quận Thanh Xuân,7.2,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,30532.2,51,51,0,25000,morning,7,31
7/19/2025,25G21B59,Quận Thanh Xuân,Quận Tây Hồ,11.83,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,3,3,HAN,INTERNAL,92603,58,103,0,32000,morning,7,28
7/19/2025,250SP34X,Quận Cầu Giấy,Quận Tây Hồ,7.46,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,4,4,HAN,INTERNAL,29626.67,10,60,0,29000,morning,7,48
7/19/2025,25TP7EPO,Quận Hoàng Mai,Quận Hai Bà Trưng,6.52,HAN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,HAN,INTERNAL,29127.8,51,51,0,31000,afternoon,7,48
7/19/2025,252A64ND,Quận Nam Từ Liêm,Quận Bắc Từ Liêm,8.39,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,26088.67,20,20,0,25000,morning,7,61
7/19/2025,255XXEXG,Quận Đống Đa,Quận Bắc Từ Liêm,11.27,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,4,4,HAN,INTERNAL,43334.8,1,60,0,38000,morning,7,54
7/19/2025,255Z4OUS,Quận Cầu Giấy,Quận Hà Đông,6.24,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,HAN,INTERNAL,24653.33,1,11,0,24000,morning,7,44
7/19/2025,258B9FVU,Quận Nam Từ Liêm,Quận Hoàn Kiếm,9.5,HAN-POOL,15,SAMEDAY,1,2,HAN,POOL,62000,15,90,0,31000,afternoon,7,50
7/19/2025,25BT2G6E,Quận Đống Đa,Huyện Thanh Trì,6.03,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,HAN,INTERNAL,30155.4,0,24,0,25000,morning,7,33
7/19/2025,25JZ8KLC,Quận Hà Đông,Quận Ba Đình,9.8,HAN-SAMEDAY-INTERNAL,7,SAMEDAY,2,2,HAN,INTERNAL,25256.67,42,73,0,25000,morning,7,17
7/19/2025,259CNXML,Quận Nam Từ Liêm,Quận Tây Hồ,13.5,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,6,6,HAN,INTERNAL,65951.33,4,103,150000,33000,morning,7,61
7/19/2025,25D2FYG2,Quận Bắc Từ Liêm,Quận Thanh Xuân,14.36,HAN-POOL,11,SAMEDAY,2,3,HAN,POOL,72000,2,95,0,38000,morning,7,42
7/19/2025,25NQMXOR,Quận Hoàn Kiếm,Quận Nam Từ Liêm,9.74,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,5,5,HAN,INTERNAL,23416.25,2,84,0,25000,morning,7,22
7/19/2025,25PCYDST,Quận Tây Hồ,Quận Hai Bà Trưng,8.54,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,HAN,INTERNAL,27965.33,3,3,0,24000,morning,7,18
7/19/2025,25313O6T,Quận Bắc Từ Liêm,Quận Hà Đông,17.15,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,2,2,HAN,INTERNAL,73520,5,35,170000,47000,afternoon,7,48
7/19/2025,25OKA1GL,Quận Ba Đình,Quận Bắc Từ Liêm,9.63,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,2,2,HAN,INTERNAL,32231.33,6,36,99000,31000,afternoon,7,22
7/19/2025,25PCSEED,Quận Hoàn Kiếm,Quận Long Biên,8.27,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,24165,2,2,0,25000,morning,7,22
7/19/2025,258VLHVN,Quận Long Biên,Quận Hai Bà Trưng,7.79,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,35110.8,4,4,0,29000,morning,7,56
7/19/2025,25QX3WJA,Quận Hai Bà Trưng,Quận Cầu Giấy,7.04,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,29133.6,16,16,0,29000,morning,7,45
7/19/2025,257EE5M5,Quận Nam Từ Liêm,Huyện Thanh Trì,13.08,HAN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,HAN,INTERNAL,43485,0,0,0,40000,afternoon,7,50
7/19/2025,25MF61MQ,Quận Hai Bà Trưng,Quận Ba Đình,9.63,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,27799.33,0,0,0,31000,afternoon,7,45
7/19/2025,2558S879,Quận Hoàng Mai,Quận Nam Từ Liêm,14.21,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,43399.5,5,5,0,38000,morning,7,69
7/19/2025,254BE42A,Quận Tây Hồ,Quận Đống Đa,9.28,HAN-POOL,13,SAMEDAY,3,4,HAN,POOL,48000,43,116,0,31000,afternoon,7,22
7/19/2025,25RVUXOV,Quận Ba Đình,Quận Nam Từ Liêm,8.04,HAN-SAMEDAY-INTERNAL,12,SAMEDAY,2,2,HAN,INTERNAL,36162.8,30,49,999000,31000,morning,7,26
7/19/2025,25P7OFCZ,Quận Hoàng Mai,Quận Long Biên,11.08,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,3,3,HAN,INTERNAL,40568,0,2,0,33000,morning,7,59
7/19/2025,25IJ7QGT,Quận Nam Từ Liêm,Quận Nam Từ Liêm,7.8,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,HAN,INTERNAL,26866,79,79,145000,25000,morning,7,45
7/19/2025,25BOPHP8,Huyện Thanh Trì,Quận Long Biên,18.3,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,3,3,HAN,INTERNAL,46568,0,3,0,39000,morning,7,34
7/19/2025,25J9D04V,Huyện Thanh Trì,Quận Long Biên,18.25,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,58928.75,92,92,0,47000,afternoon,7,22
7/19/2025,25TI594P,Quận Hoàng Mai,Quận Nam Từ Liêm,9.05,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,2,2,HAN,INTERNAL,29583.33,12,92,65000,31000,afternoon,7,77
7/19/2025,25QSMTJS,Quận Cầu Giấy,Quận Nam Từ Liêm,6.73,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,3,3,HAN,INTERNAL,32665.25,12,77,0,25000,morning,7,51
7/19/2025,25TGXYPO,Quận Bắc Từ Liêm,Quận Thanh Xuân,9.51,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,HAN,INTERNAL,31143.5,31,31,0,29000,morning,7,42
7/19/2025,25MF8JZX,Quận Hà Đông,Quận Long Biên,18.84,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,3,3,HAN,INTERNAL,45821,1,91,0,45000,morning,7,78
7/19/2025,25WUFINV,Huyện Thanh Trì,Quận Đống Đa,10.35,HAN-POOL,7,SAMEDAY,4,5,HAN,POOL,48000,22,107,0,33000,morning,7,8
7/19/2025,25WXD4A6,Quận Đống Đa,Huyện Thanh Trì,14.07,HAN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,HAN,INTERNAL,40701.33,42,42,0,41000,afternoon,7,49
7/19/2025,251NBK6E,Quận Tây Hồ,Quận Hoàng Mai,15.3,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,2,2,HAN,INTERNAL,45369.33,3,23,0,45000,morning,7,21
7/19/2025,2540FUOH,Quận Thanh Xuân,Quận Bắc Từ Liêm,11.32,HAN-SAMEDAY-INTERNAL,7,SAMEDAY,1,1,HAN,INTERNAL,32926,2,2,0,33000,morning,7,10
7/19/2025,25DA5ZRN,Quận Nam Từ Liêm,Quận Thanh Xuân,13.03,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,2,2,HAN,INTERNAL,33278.67,12,32,300000,33000,morning,7,45
7/19/2025,2504387A,Quận Bắc Từ Liêm,Quận Hoàng Mai,15.82,HAN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,HAN,INTERNAL,46554.6,35,35,0,45000,morning,7,48
7/19/2025,258QLYCS,Quận Thanh Xuân,Quận Hai Bà Trưng,7.12,HAN-SAMEDAY-INTERNAL,11,SAMEDAY,4,4,HAN,INTERNAL,33389.2,0,81,0,29000,morning,7,41
7/19/2025,25MZZ05N,Huyện Thanh Trì,Quận Hoàn Kiếm,9.67,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,4,4,HAN,INTERNAL,26648,18,82,455000,25000,morning,7,34
7/19/2025,25BUOJ3L,Quận Đống Đa,Quận Hà Đông,9.24,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,HAN,INTERNAL,34785.25,44,44,0,31000,afternoon,7,52
7/19/2025,259DZ15L,Quận Hà Đông,Quận Đống Đa,10.63,HAN-POOL,9,SAMEDAY,4,5,HAN,POOL,54000,1,100,0,33000,morning,7,67
7/19/2025,25R00BDZ,Quận Hà Đông,Quận Tây Hồ,17.54,HAN-SAMEDAY-INTERNAL,8,SAMEDAY,2,2,HAN,INTERNAL,41122.4,2,21,0,39000,morning,7,75
7/19/2025,25OFZ2W8,Quận Hoàn Kiếm,Quận Hoàng Mai,9.03,HAN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,HAN,INTERNAL,36897.5,0,0,0,24000,morning,7,22
7/19/2025,25VXN5J6,Quận Long Biên,Quận Nam Từ Liêm,16.13,HAN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,HAN,INTERNAL,50407.6,18,18,0,47000,afternoon,7,49
